"category";"subCategory";"country";"parameter";"truckClass";"energyCarrierParameterScenario";"unit";"period";"value";"paperScen";"energyCarrier"
"OPEX";"Charging Infrastructure";"UK";"MCS Profit and Mark-Up";"Rigid";"BAU";"%";2045;"0.1";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS Profit and Mark-Up";"Tractor-Trailer";"BAU";"%";2045;"0.1";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.021";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS grid extension";"Rigid";"PROG";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS grid extension";"Rigid";"BAU";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS grid extension";"Rigid";"PROG";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS grid extension";"Rigid";"BAU";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS grid extension";"Rigid";"PROG";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS grid extension";"Rigid";"BAU";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS grid extension";"Rigid";"PROG";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS grid extension";"Rigid";"BAU";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS grid extension";"Rigid";"PROG";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS grid extension";"Rigid";"BAU";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS grid extension";"Rigid";"PROG";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS grid extension";"Rigid";"BAU";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS grid extension";"Rigid";"PROG";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS grid extension";"Rigid";"BAU";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.045";"Sensitivity | Current policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Diesel Infrastructure";"DE";"Total Diesel Mark-Up";"Rigid";"BAU";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"Total Diesel Mark-Up";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"Total Diesel Mark-Up";"Rigid";"PROG";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"Total Diesel Mark-Up";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"Total Diesel Mark-Up";"Rigid";"BAU";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"Total Diesel Mark-Up";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"Total Diesel Mark-Up";"Rigid";"PROG";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"Total Diesel Mark-Up";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"Total Diesel Mark-Up";"Rigid";"BAU";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"Total Diesel Mark-Up";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"Total Diesel Mark-Up";"Rigid";"PROG";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"Total Diesel Mark-Up";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"IT";"Total Diesel Mark-Up";"Rigid";"BAU";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"IT";"Total Diesel Mark-Up";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"IT";"Total Diesel Mark-Up";"Rigid";"PROG";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"IT";"Total Diesel Mark-Up";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"NL";"Total Diesel Mark-Up";"Rigid";"BAU";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"NL";"Total Diesel Mark-Up";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"NL";"Total Diesel Mark-Up";"Rigid";"PROG";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"NL";"Total Diesel Mark-Up";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"PL";"Total Diesel Mark-Up";"Rigid";"BAU";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"PL";"Total Diesel Mark-Up";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"PL";"Total Diesel Mark-Up";"Rigid";"PROG";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"PL";"Total Diesel Mark-Up";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"UK";"Total Diesel Mark-Up";"Rigid";"BAU";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"UK";"Total Diesel Mark-Up";"Tractor-Trailer";"BAU";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"UK";"Total Diesel Mark-Up";"Rigid";"PROG";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"UK";"Total Diesel Mark-Up";"Tractor-Trailer";"PROG";"EUR/kWh";2045;"0.018";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"CO2 emission factor Biodiesel";"Rigid";"BAU";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"CO2 emission factor Biodiesel";"Tractor-Trailer";"BAU";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"CO2 emission factor Biodiesel";"Rigid";"PROG";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"CO2 emission factor Biodiesel";"Tractor-Trailer";"PROG";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"CO2 emission factor Biodiesel";"Rigid";"BAU";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"CO2 emission factor Biodiesel";"Tractor-Trailer";"BAU";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"CO2 emission factor Biodiesel";"Rigid";"PROG";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"CO2 emission factor Biodiesel";"Tractor-Trailer";"PROG";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"CO2 emission factor Biodiesel";"Rigid";"BAU";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"CO2 emission factor Biodiesel";"Tractor-Trailer";"BAU";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"CO2 emission factor Biodiesel";"Rigid";"PROG";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"CO2 emission factor Biodiesel";"Tractor-Trailer";"PROG";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"IT";"CO2 emission factor Biodiesel";"Rigid";"BAU";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"IT";"CO2 emission factor Biodiesel";"Tractor-Trailer";"BAU";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"IT";"CO2 emission factor Biodiesel";"Rigid";"PROG";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"IT";"CO2 emission factor Biodiesel";"Tractor-Trailer";"PROG";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"NL";"CO2 emission factor Biodiesel";"Rigid";"BAU";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"NL";"CO2 emission factor Biodiesel";"Tractor-Trailer";"BAU";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"NL";"CO2 emission factor Biodiesel";"Rigid";"PROG";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"NL";"CO2 emission factor Biodiesel";"Tractor-Trailer";"PROG";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"PL";"CO2 emission factor Biodiesel";"Rigid";"BAU";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"PL";"CO2 emission factor Biodiesel";"Tractor-Trailer";"BAU";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"PL";"CO2 emission factor Biodiesel";"Rigid";"PROG";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"PL";"CO2 emission factor Biodiesel";"Tractor-Trailer";"PROG";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"UK";"CO2 emission factor Biodiesel";"Rigid";"BAU";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"UK";"CO2 emission factor Biodiesel";"Tractor-Trailer";"BAU";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"UK";"CO2 emission factor Biodiesel";"Rigid";"PROG";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"UK";"CO2 emission factor Biodiesel";"Tractor-Trailer";"PROG";"%";2045;"0.154";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"CO2 emission factor Pt-Diesel";"Rigid";"BAU";"%";2045;"0";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"CO2 emission factor Pt-Diesel";"Tractor-Trailer";"BAU";"%";2045;"0";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"CO2 emission factor Pt-Diesel";"Rigid";"PROG";"%";2045;"0";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"CO2 emission factor Pt-Diesel";"Tractor-Trailer";"PROG";"%";2045;"0";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"CO2 emission factor Pt-Diesel";"Rigid";"BAU";"%";2045;"0";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"CO2 emission factor Pt-Diesel";"Tractor-Trailer";"BAU";"%";2045;"0";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"CO2 emission factor Pt-Diesel";"Rigid";"PROG";"%";2045;"0";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"CO2 emission factor Pt-Diesel";"Tractor-Trailer";"PROG";"%";2045;"0";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"CO2 emission factor Pt-Diesel";"Rigid";"BAU";"%";2045;"0";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"CO2 emission factor Pt-Diesel";"Tractor-Trailer";"BAU";"%";2045;"0";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"CO2 emission factor Pt-Diesel";"Rigid";"PROG";"%";2045;"0";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"CO2 emission factor Pt-Diesel";"Tractor-Trailer";"PROG";"%";2045;"0";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"IT";"CO2 emission factor Pt-Diesel";"Rigid";"BAU";"%";2045;"0";"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel"
