"category";"subCategory";"country";"parameter";"truckClass";"energyCarrierParameterScenario";"unit";"period";"value";"paperScen";"energyCarrier"
"OPEX";"Charging Infrastructure";"NL";"MCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.065";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"MCS grid extension";"Rigid";"BAU";"EUR/kWh";2035;"0.065";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"MCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.065";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS grid extension";"Rigid";"PROG";"EUR/kWh";2035;"0.065";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.065";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS grid extension";"Rigid";"BAU";"EUR/kWh";2035;"0.065";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.065";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS grid extension";"Rigid";"PROG";"EUR/kWh";2035;"0.065";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.065";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS grid extension";"Rigid";"BAU";"EUR/kWh";2035;"0.065";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.065";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"MCS Profit and Mark-Up";"Rigid";"PROG";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"MCS Profit and Mark-Up";"Tractor-Trailer";"PROG";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"MCS Profit and Mark-Up";"Rigid";"BAU";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"MCS Profit and Mark-Up";"Tractor-Trailer";"BAU";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"MCS Profit and Mark-Up";"Rigid";"PROG";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"MCS Profit and Mark-Up";"Tractor-Trailer";"PROG";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"MCS Profit and Mark-Up";"Rigid";"BAU";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"MCS Profit and Mark-Up";"Tractor-Trailer";"BAU";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"MCS Profit and Mark-Up";"Rigid";"PROG";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"MCS Profit and Mark-Up";"Tractor-Trailer";"PROG";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"MCS Profit and Mark-Up";"Rigid";"BAU";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"MCS Profit and Mark-Up";"Tractor-Trailer";"BAU";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"MCS Profit and Mark-Up";"Rigid";"PROG";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"MCS Profit and Mark-Up";"Tractor-Trailer";"PROG";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"MCS Profit and Mark-Up";"Rigid";"BAU";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"MCS Profit and Mark-Up";"Tractor-Trailer";"BAU";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"MCS Profit and Mark-Up";"Rigid";"PROG";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"MCS Profit and Mark-Up";"Tractor-Trailer";"PROG";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"MCS Profit and Mark-Up";"Rigid";"BAU";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"MCS Profit and Mark-Up";"Tractor-Trailer";"BAU";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS Profit and Mark-Up";"Rigid";"PROG";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS Profit and Mark-Up";"Tractor-Trailer";"PROG";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS Profit and Mark-Up";"Rigid";"BAU";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS Profit and Mark-Up";"Tractor-Trailer";"BAU";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS Profit and Mark-Up";"Rigid";"PROG";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS Profit and Mark-Up";"Tractor-Trailer";"PROG";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS Profit and Mark-Up";"Rigid";"BAU";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS Profit and Mark-Up";"Tractor-Trailer";"BAU";"%";2035;"0.1";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.027";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS grid extension";"Rigid";"PROG";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS grid extension";"Rigid";"BAU";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS grid extension";"Rigid";"PROG";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS grid extension";"Rigid";"BAU";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS grid extension";"Rigid";"PROG";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS grid extension";"Rigid";"BAU";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS grid extension";"Rigid";"PROG";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS grid extension";"Rigid";"BAU";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS grid extension";"Rigid";"PROG";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS grid extension";"Rigid";"BAU";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS grid extension";"Rigid";"PROG";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS grid extension";"Rigid";"BAU";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS grid extension";"Rigid";"PROG";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS grid extension";"Rigid";"BAU";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"CCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.045";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Electricity"
"OPEX";"Diesel Infrastructure";"DE";"Total Diesel Mark-Up";"Rigid";"BAU";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"Total Diesel Mark-Up";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"Total Diesel Mark-Up";"Rigid";"PROG";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"Total Diesel Mark-Up";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"Total Diesel Mark-Up";"Rigid";"BAU";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"Total Diesel Mark-Up";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"Total Diesel Mark-Up";"Rigid";"PROG";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"ES";"Total Diesel Mark-Up";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"Total Diesel Mark-Up";"Rigid";"BAU";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"Total Diesel Mark-Up";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"Total Diesel Mark-Up";"Rigid";"PROG";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"FR";"Total Diesel Mark-Up";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"IT";"Total Diesel Mark-Up";"Rigid";"BAU";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"IT";"Total Diesel Mark-Up";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"IT";"Total Diesel Mark-Up";"Rigid";"PROG";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"IT";"Total Diesel Mark-Up";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"NL";"Total Diesel Mark-Up";"Rigid";"BAU";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"NL";"Total Diesel Mark-Up";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"NL";"Total Diesel Mark-Up";"Rigid";"PROG";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"NL";"Total Diesel Mark-Up";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"PL";"Total Diesel Mark-Up";"Rigid";"BAU";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"PL";"Total Diesel Mark-Up";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"PL";"Total Diesel Mark-Up";"Rigid";"PROG";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"PL";"Total Diesel Mark-Up";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"UK";"Total Diesel Mark-Up";"Rigid";"BAU";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"UK";"Total Diesel Mark-Up";"Tractor-Trailer";"BAU";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"UK";"Total Diesel Mark-Up";"Rigid";"PROG";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"UK";"Total Diesel Mark-Up";"Tractor-Trailer";"PROG";"EUR/kWh";2035;"0.018";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"CO2 emission factor Biodiesel";"Rigid";"BAU";"%";2035;"0.161";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"CO2 emission factor Biodiesel";"Tractor-Trailer";"BAU";"%";2035;"0.161";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"CO2 emission factor Biodiesel";"Rigid";"PROG";"%";2035;"0.161";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
"OPEX";"Diesel Infrastructure";"DE";"CO2 emission factor Biodiesel";"Tractor-Trailer";"PROG";"%";2035;"0.161";"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel"
